Topic,Count,Name,Top_Words
38,23,38_one_also_get_know,"one, also, get, know, use, may, well, say, people, need"
39,0,39_one_god_jesus_say,"one, god, jesus, say, christ, know, believe, think, see, make"
40,9,40_like_car_use_one,"like, car, use, one, new, make, know, engine, think, get"
41,85,41_one_know_use_thanks,"one, know, use, thanks, get, like, well, please, good, make"
42,4,42_one_think_say_know,"one, think, say, know, like, well, also, get, time, good"
43,10,43_one_government_get_well,"one, government, get, well, like, also, time, think, house, gun"
44,2,44_team_get_year_know,"team, get, year, know, game, good, think, time, say, first"
45,40,45_one_use_work_price,"one, use, work, price, get, monitor, know, please, drive, card"
46,10,46_people_one_make_think,"people, one, make, think, say, year, use, like, time, first"
47,31,47_orbit_mission_astronomy_year,"orbit, mission, astronomy, year, new, also, one, know, use, earth"
48,2,48_israeli_war_one_make,"israeli, war, one, make, like, also, government, day, think, time"
49,71,49_one_work_use_time,"one, work, use, time, well, like, thanks, software, know, get"
50,1,50_think_theory_know_say,"think, theory, know, say, one, way, make, perhaps, however, time"
51,10,51_one_also_like_well,"one, also, like, well, get, time, use, please, know, good"
52,5,52_tom_thanks_rob_year,"tom, thanks, rob, year, guy, university, michael, know, david, say"
53,19,53_know_like_get_one,"know, like, get, one, work, use, please, also, make, even"
54,7,54_know_make_say_one,"know, make, say, one, time, people, get, well, first, good"
55,1,55_like_use_one_know,"like, use, one, know, make, get, say, think, well, time"
56,7,56_one_like_make_think,"one, like, make, think, book, time, people, even, many, say"
57,3,57_one_like_get_know,"one, like, get, know, well, time, make, use, even, thing"
58,7,58_get_time_know_one,"get, time, know, one, people, like, good, think, much, make"
59,3,59_problem_like_use_think,"problem, like, use, think, one, know, well, also, get, please"
60,20,60_know_one_use_people,"know, one, use, people, also, say, well, think, good, like"
61,15,61_homosexual_gay_sexual_people,"homosexual, gay, sexual, people, one, say, sex, make, post, use"
62,15,62_get_time_think_like,"get, time, think, like, people, want, well, good, know, one"
63,1,63_one_people_say_make,"one, people, say, make, know, time, general, well, source, also"
64,32,64_know_like_get_problem,"know, like, get, problem, much, want, well, time, work, say"
65,10,65_use_one_know_algorithm,"use, one, know, algorithm, encryption, get, think, may, people, even"
66,8,66_use_window_run_thanks,"use, window, run, thanks, work, get, like, file, one, know"
67,2,67_people_think_say_like,"people, think, say, like, one, know, well, time, use, also"
68,6,68_one_get_time_use,"one, get, time, use, like, know, well, also, take, say"
69,1,69_like_get_one_well,"like, get, one, well, know, use, make, work, think, problem"
70,2,70_thanks_please_get_one,"thanks, please, get, one, use, know, like, also, card, time"
71,16,71_time_get_one_like,"time, get, one, like, know, think, make, say, well, way"
72,3,72_new_get_know_sell,"new, get, know, sell, one, time, price, sale, like, good"
73,39,73_car_one_engine_like,"car, one, engine, like, know, good, use, get, well, make"
74,2,74_one_well_get_good,"one, well, get, good, time, like, think, watch, video, make"
75,15,75_gun_say_one_crime,"gun, say, one, crime, law, get, people, government, know, use"
76,1,76_one_say_know_think,"one, say, know, think, people, make, time, also, well, even"
77,49,77_bike_ride_seat_helmet,"bike, ride, seat, helmet, like, one, use, get, think, leave"
78,85,78_game_season_baseball_team,"game, season, baseball, team, pitch, win, year, well, like, good"
79,10,79_magazine_one_government_say,"magazine, one, government, say, time, also, article, number, news, like"
80,8,80_get_one_well_money,"get, one, well, money, make, year, time, think, even, know"
81,6,81_use_work_serial_board,"use, work, serial, board, one, please, also, card, know, modem"
82,1,82_think_say_get_people,"think, say, get, people, like, well, one, know, even, make"
83,30,83_use_window_thanks_know,"use, window, thanks, know, one, like, get, want, work, run"
84,0,84_people_war_also_like,"people, war, also, like, israeli, turkish, make, one, year, say"
85,7,85_one_algorithm_know_use,"one, algorithm, know, use, also, thanks, like, make, post, try"
86,5,86_think_people_know_may,"think, people, know, may, make, come, want, good, god, believe"
87,37,87_use_ram_card_work,"use, ram, card, work, thanks, problem, window, get, board, one"
88,13,88_people_say_time_one,"people, say, time, one, also, think, like, israel, make, year"
89,5,89_use_one_many_also,"use, one, many, also, know, thing, think, like, get, year"
90,0,90_use_like_one_know,"use, like, one, know, think, work, color, also, thanks, good"
91,25,91_encryption_de_algorithm_nsa,"encryption, de, algorithm, nsa, secure, security, know, secret, get, use"
92,9,92_car_know_engine_use,"car, know, engine, use, get, one, like, work, new, also"
93,20,93_one_say_think_know,"one, say, think, know, people, thing, even, well, god, like"
94,12,94_space_shuttle_use_orbit,"space, shuttle, use, orbit, know, also, get, launch, mission, need"
95,5,95_use_work_one_like,"use, work, one, like, know, card, window, get, thanks, screen"
96,1,96_one_know_say_like,"one, know, say, like, make, people, think, well, time, use"
97,11,97_use_software_thanks_window,"use, software, thanks, window, run, like, find, know, get, one"
98,2,98_one_new_know_time,"one, new, know, time, use, make, also, year, get, number"
99,15,99_use_one_get_know,"use, one, get, know, like, work, also, time, please, thanks"
100,0,100_one_get_use_like,"one, get, use, like, know, well, think, time, say, much"
101,3,101_say_one_mean_use,"say, one, mean, use, may, get, think, like, make, know"
102,1,102_one_use_like_know,"one, use, like, know, get, think, also, make, work, time"
103,0,103_one_time_get_know,"one, time, get, know, think, even, say, like, well, make"
104,0,104_people_one_use_make,"people, one, use, make, even, get, know, say, like, think"
105,0,105_one_get_know_like,"one, get, know, like, well, new, time, use, good, year"
106,1,106_use_like_one_well,"use, like, one, well, thanks, please, also, get, make, good"
107,4,107_thanks_please_thank_much,"thanks, please, thank, much, know, one, advance, post, well, get"
108,0,108_well_say_think_one,"well, say, think, one, like, good, make, people, get, time"
109,23,109_one_know_get_people,"one, know, get, people, time, say, make, like, use, also"
110,2,110_get_like_know_one,"get, like, know, one, people, say, think, make, use, time"
111,0,111_know_get_like_please,"know, get, like, please, available, also, new, want, one, number"
112,6,112_use_one_know_get,"use, one, know, get, thanks, like, work, please, also, make"
113,0,113_justice_one_right_time,"justice, one, right, time, like, life, say, know, well, get"
114,0,114_one_get_know_like,"one, get, know, like, apple, use, think, time, also, make"
115,17,115_one_good_get_price,"one, good, get, price, please, use, know, offer, sell, pay"
116,4,116_know_think_one_please,"know, think, one, please, get, people, time, well, like, make"
117,0,117_use_know_thanks_also,"use, know, thanks, also, one, say, video, please, time, make"
118,0,118_one_get_game_well,"one, get, game, well, like, good, year, make, know, think"
119,2,119_one_like_well_get,"one, like, well, get, know, make, people, say, time, also"
120,10,120_one_card_work_get,"one, card, work, get, like, know, use, well, make, try"
121,0,121_one_say_know_get,"one, say, know, get, think, use, like, make, time, also"
122,6,122_thing_say_think_science,"thing, say, think, science, one, use, people, time, know, sense"
123,11,123_use_get_one_even,"use, get, one, even, know, like, want, key, well, think"
124,4,124_one_god_say_life,"one, god, say, life, many, believe, people, thing, read, know"
125,1,125_get_one_use_well,"get, one, use, well, like, know, work, say, good, make"
126,19,126_use_one_get_voltage,"use, one, get, voltage, power, know, like, well, need, work"
127,4,127_thanks_please_know_get,"thanks, please, know, get, like, well, try, mail, much, email"
128,4,128_get_know_one_use,"get, know, one, use, people, like, well, cost, make, want"
129,14,129_get_one_like_good,"get, one, like, good, look, way, ride, well, use, make"
130,4,130_use_one_get_time,"use, one, get, time, make, people, like, even, know, also"
131,9,131_use_like_good_make,"use, like, good, make, condition, excellent, want, thanks, get, know"
132,3,132_use_one_know_thanks,"use, one, know, thanks, get, please, also, time, like, year"
133,0,133_one_get_think_like,"one, get, think, like, know, make, time, say, people, want"
134,3,134_game_well_one_year,"game, well, one, year, say, team, think, good, get, like"
135,5,135_use_one_know_like,"use, one, know, like, get, make, also, time, well, say"
136,8,136_year_also_make_one,"year, also, make, one, time, turkish, people, armenian, like, well"
137,0,137_get_one_government_make,"get, one, government, make, know, even, like, gun, year, need"
138,0,138_one_say_get_make,"one, say, get, make, know, like, well, think, time, much"
139,1,139_please_email_thanks_mail,"please, email, thanks, mail, address, send, interested, know, reply, ask"
140,42,140_window_use_work_get,"window, use, work, get, run, thanks, do, card, one, windows"
141,15,141_use_one_also_know,"use, one, also, know, like, get, work, please, good, think"
142,4,142_one_know_get_say,"one, know, get, say, make, think, like, well, use, time"
143,12,143_team_game_baseball_season,"team, game, baseball, season, year, think, last, one, player, win"
144,0,144_use_one_like_problem,"use, one, like, problem, know, work, well, get, also, thing"
145,4,145_know_also_one_think,"know, also, one, think, use, get, like, good, people, say"
146,3,146_use_window_thanks_get,"use, window, thanks, get, work, problem, like, program, know, run"
147,3,147_color_use_display_window,"color, use, display, window, graphic, screen, thanks, like, problem, run"
148,5,148_use_know_one_get,"use, know, one, get, like, also, thanks, please, work, time"
149,6,149_use_know_work_thanks,"use, know, work, thanks, one, get, also, like, please, need"
150,1,150_game_like_get_well,"game, like, get, well, one, time, good, make, year, team"
151,21,151_scsi_drive_card_work,"scsi, drive, card, work, use, one, know, machine, thanks, controller"
152,3,152_one_get_know_like,"one, get, know, like, use, good, well, also, think, make"
153,12,153_one_people_get_like,"one, people, get, like, fire, think, time, know, well, say"
154,4,154_one_say_know_make,"one, say, know, make, like, god, think, people, give, see"
155,0,155_use_know_make_get,"use, know, make, get, like, one, think, well, time, thing"
156,0,156_one_people_know_time,"one, people, know, time, think, even, god, mean, make, well"
157,7,157_one_use_get_like,"one, use, get, like, know, think, well, make, good, work"
158,1,158_know_one_also_like,"know, one, also, like, use, well, time, get, information, new"
159,1,159_use_one_know_like,"use, one, know, like, good, time, final, take, please, picture"
160,2,160_one_get_know_like,"one, get, know, like, well, time, say, think, year, also"
161,4,161_islam_one_islamic_people,"islam, one, islamic, people, like, say, make, time, religious, religion"
162,19,162_spacecraft_space_orbit_mission,"spacecraft, space, orbit, mission, use, know, one, nasa, also, new"
163,0,163_know_one_think_say,"know, one, think, say, get, like, time, well, even, evidence"
164,0,164_people_make_time_one,"people, make, time, one, say, know, get, use, good, also"
165,5,165_one_also_use_new,"one, also, use, new, well, know, year, like, get, please"
166,0,166_think_say_one_get,"think, say, one, get, know, people, make, like, time, even"
167,9,167_get_know_make_say,"get, know, make, say, people, well, like, think, one, gun"
168,0,168_people_one_like_say,"people, one, like, say, get, time, think, make, know, well"
169,3,169_one_people_make_say,"one, people, make, say, well, think, know, also, time, like"
170,5,170_say_one_get_think,"say, one, get, think, people, know, time, make, even, well"
171,4,171_one_make_get_know,"one, make, get, know, say, people, time, good, well, like"
172,18,172_one_get_like_know,"one, get, like, know, well, good, make, thanks, use, think"
173,0,173_one_like_use_know,"one, like, use, know, make, also, well, people, mean, time"
174,0,174_one_like_make_know,"one, like, make, know, time, get, use, well, think, people"
175,18,175_use_like_get_work,"use, like, get, work, one, know, thanks, window, help, run"
176,0,176_say_god_people_make,"say, god, people, make, time, even, take, also, first, try"
177,4,177_use_know_get_much,"use, know, get, much, also, one, time, think, many, people"
178,4,178_game_team_well_get,"game, team, well, get, know, year, one, play, good, make"
179,9,179_get_phone_use_want,"get, phone, use, want, voice, see, know, key, like, tap"
180,0,180_one_god_think_say,"one, god, think, say, good, people, make, know, time, well"
181,1,181_one_know_make_year,"one, know, make, year, time, way, get, even, people, think"
182,0,182_one_also_game_good,"one, also, game, good, like, team, time, well, think, say"
183,47,183_use_like_graphic_know,"use, like, graphic, know, thanks, one, look, good, make, need"
184,4,184_work_get_one_use,"work, get, one, use, software, machine, run, time, modem, like"
185,7,185_one_use_speed_well,"one, use, speed, well, get, also, think, time, much, faster"
186,2,186_like_well_one_know,"like, well, one, know, think, even, also, much, say, get"
187,1,187_one_know_get_use,"one, know, get, use, time, like, make, think, well, say"
188,0,188_one_know_like_get,"one, know, like, get, say, joke, good, people, make, time"
189,0,189_one_time_like_make,"one, time, like, make, think, also, use, say, well, know"
190,0,190_know_also_use_think,"know, also, use, think, one, like, make, get, say, time"
191,12,191_nsa_key_encryption_clipper,"nsa, key, encryption, clipper, government, get, think, chip, one, communication"
192,0,192_one_know_like_get,"one, know, like, get, well, make, use, think, also, time"
193,7,193_one_use_get_also,"one, use, get, also, know, make, government, people, congress, well"
194,0,194_one_know_time_say,"one, know, time, say, use, think, well, like, even, also"
195,1,195_one_say_make_know,"one, say, make, know, use, people, right, law, get, well"
196,5,196_turkish_make_like_people,"turkish, make, like, people, one, war, armenian, road, time, world"
197,4,197_think_one_know_even,"think, one, know, even, also, make, well, people, get, use"
198,7,198_one_people_make_know,"one, people, make, know, well, get, think, use, like, say"
199,13,199_car_know_like_engine,"car, know, like, engine, use, get, new, one, think, make"
